date,genotype,food,cond,cue,plateID,animal,response.time,pir,group,paralyzed,tdc,tbh,data_type
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3979,1.4,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3980,1.1,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3981,1.8,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3982,1.9,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3983,0.9,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3984,0.6,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3985,0.7,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3986,1,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3987,1.2,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3988,1.4,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3989,5.2,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3990,1,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3991,1.3,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3992,1,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3993,1.7,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3994,1,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,223,3995,1.4,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,223,3996,2.7,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,223,3997,4.7,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,223,4000,1.9,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,223,4002,1.8,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,223,4003,1.6,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,223,4004,2,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,223,4005,1.5,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,223,4006,0.7,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,223,4007,2,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,223,4008,0.7,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,223,4009,2.1,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,223,4010,0.8,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,223,4011,4.8,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,223,4012,1.1,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,223,4013,1.8,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,223,4014,2.3,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4015,1.1,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4016,1.1,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4017,0.9,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4018,5,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4019,4.7,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4020,4.7,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4021,1.8,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4022,6.2,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4023,1.2,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4024,1.3,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4025,1.9,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4026,1.4,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4027,1.7,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4028,1.4,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4029,1.5,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4030,1.1,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4031,2.7,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4032,2.1,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4033,2.6,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,OP50,Tyrosine,oct_1.0,224,4034,1.5,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4035,3.2,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4036,1.1,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4037,1.5,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4038,2,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4039,2.6,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4040,3.7,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4041,4.3,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4042,3.7,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4044,1.8,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4046,6.2,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4047,1.6,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4048,1.2,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4049,1.8,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4050,2,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4051,4.9,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4052,2.9,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4053,2.6,NA,NA,non-paralyzed,+,mutant,raw
2019_04_29,tbh-1,JUb39,Tyrosine,oct_1.0,225,4054,3.3,NA,NA,non-paralyzed,+,mutant,raw
